,Name_sesion_es,Lab,Hw,Project,Exam,Ntipo,Name_lab_es,Name_project_es,Sesion,Name_book,Book_url_values,Presentacion,Video,Demostracion,Seccion_lecturas,Tipo_lab,Tipo_hw,Tipo_exam,Tipo_project
89,Actualización de probabilidades,0,0,Project03,0,3,0,Hola Mundo,35,18. Updating Predictions,https://inferentialthinking.com/chapters/18/Updating_Predictions.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,18,,,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=project/project03/project03.ipynb
90,Actualización de probabilidades,0,0,Project03,0,3,0,Hola Mundo,35,"18.1. A ""More Likely Than Not"" Binary Classifier",https://inferentialthinking.com/chapters/18/1/More_Likely_than_Not_Binary_Classifier.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,18.1,,,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=project/project03/project03.ipynb
91,Actualización de probabilidades,0,0,Project03,0,3,0,Hola Mundo,35,18.2. Making Decisions,https://inferentialthinking.com/chapters/18/2/Making_Decisions.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,18.2,,,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=project/project03/project03.ipynb
92,Clasificación,0,0,0,0,-1,0,0,36,17. Classification,https://inferentialthinking.com/chapters/17/Classification.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17,,,,
93,Clasificación,0,0,0,0,-1,0,0,36,17.1. Nearest Neighbors,https://inferentialthinking.com/chapters/17/1/Nearest_Neighbors.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17.1,,,,
94,Clasificación,0,0,0,0,-1,0,0,36,17.2. Training and Testing,https://inferentialthinking.com/chapters/17/2/Training_and_Testing.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17.2,,,,
95,Clasificación,0,0,0,0,-1,0,0,36,17.3. Rows of Tables,https://inferentialthinking.com/chapters/17/3/Rows_of_Tables.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17.3,,,,
96,Clasificadores,0,hw12,0,0,0,0,0,37,17.4. Implementing the Classifier,https://inferentialthinking.com/chapters/17/4/Implementing_the_Classifier.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17.4,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=hw/hw12/hw12.ipynb,,
97,Clasificadores,0,hw12,0,0,0,0,0,37,17.5. The Accuracy of the Classifier,https://inferentialthinking.com/chapters/17/5/Accuracy_of_the_Classifier.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17.5,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=hw/hw12/hw12.ipynb,,
98,Clasificadores,0,hw12,0,0,0,0,0,37,17.6. Multiple Regression,https://inferentialthinking.com/chapters/17/6/Multiple_Regression.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,17.6,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=hw/hw12/hw12.ipynb,,
99,Estudio de caso: tecnología,Lab10,0,0,0,1,La probabilidad condicional,0,38,0,0,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,0,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=lab/lab10/lab10.ipynb,,,
100,Conclusiones,0,0,0,0,-1,0,0,39,0,0,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,0,,,,
101,Sesión de revisión,0,hw13,0,0,0,0,0,40,0,0,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,0,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=hw/hw13/hw13.ipynb,,
102,Examen,0,0,0,exam02,4,0,0,41,0,0,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,https://inferentialthinking.com/chapters/01/what-is-data-science.html,0,,,http://localhost:8000/hub/user-redirect/git-pull?repo=https://github.com/hernansalinas/FundCienDatosMaterial_year_semestre_dev&branch=main&subPath=exam/exam02/exam02.ipynb,
